,place_id,user_id,score
439,12209,aram1913,5.0
440,12209,njs****,5.0
441,12209,이창환91,4.5
442,12209,정주리10,5.0
443,12209,아줌마3667,4.5
444,12209,정주리10,4.0
445,12209,정유라4299,4.0
446,12209,gro****,4.0
447,12209,mom****,5.0
448,12209,영쮸82,4.5
449,12209,내맘이지,5.0
450,12209,tns****,3.0
451,12209,kit****,3.5
452,12209,독수리64,3.5
453,12209,evo****,5.0
454,12209,dlw****,4.0
455,12209,wlg****,4.0
456,12209,이쁜이3102,4.0
457,12209,dbt****,5.0
458,12209,sef****,4.5
459,12209,코스모스4581,5.0
460,12209,dlg****,1.0
461,12209,sso****,4.0
462,12209,zs****,4.0
463,12209,kyj****,4.5
464,12209,쮸완맘,2.0
465,12209,KB공인중개사,4.0
466,12209,kio****,4.5
467,12209,삐리삐리뿡,5.0
468,12209,제니아26,4.0
469,12209,evo****,5.0
470,12209,최정순56,4.0
471,12209,숙취엔쵸코우유,5.0
472,12209,non****,5.0
473,12209,우기우기9912,5.0
474,12209,블랙소92,4.0
475,12218,1utpk4g,5.0
476,12218,m28r9r,5.0
477,12218,rulc2d,5.0
478,12218,vfr9cq,5.0
479,12218,k1f7s5,4.0
480,12218,10bf0d0,5.0
481,12218,al7vje,3.0
482,12218,14agfkb,3.0
483,12218,1jvq9li,5.0
484,12218,ci5a38,5.0
485,12218,fos6qo,5.0
486,12218,gfd2l6,4.0
487,12218,11etfrh,5.0
488,12218,nbh0u6,5.0
489,12218,1kbjlso,5.0
490,12218,muq8le,5.0
491,12218,1j2algs,5.0
492,12218,mur1d1,5.0
493,12218,166ktik,5.0
494,12218,1026s5o,5.0
495,12218,17snd2g,5.0
496,12218,1i78ja6,5.0
497,12218,g1o49p,5.0
498,12218,1jetaip,5.0
499,12218,11sv918,5.0
500,12218,13mnn1t,4.0
501,12218,1gbi6ig,1.0
502,12218,fr95ng,5.0
503,12218,17l2083,5.0
504,12218,konu6k,5.0
505,12218,1b2dspe,4.0
506,12218,1d48hdj,1.0
507,12218,11qrh1r,5.0
508,12218,1lbekga,5.0
509,12218,vv3d9g,5.0
510,12218,1api996,5.0
511,12218,betnij,5.0
512,12218,o20lmf,5.0
513,12218,1hkau6s,4.0
514,12218,15n5lue,2.0
515,12218,7mtif8,5.0
516,12218,egqso2,5.0
517,12218,1e9emeg,5.0
518,12218,d0sh26,5.0
519,12218,15gio3c,5.0
520,12218,126l72h,1.0
521,12218,1b0ibo2,5.0
522,12218,1bs6d3m,5.0
523,12218,10g03lf,5.0
524,12218,1jgk6cu,4.0
525,12218,rli8ng,5.0
526,12218,18lcb06,5.0
527,12218,c6cvcc,5.0
528,12218,160b0vb,5.0
529,12218,17p1kmq,5.0
530,12218,15dv6hk,5.0
531,12218,7lep9i,5.0
532,12218,1hakvdl,5.0
533,12218,mtsn58,5.0
534,12218,13uthq0,4.0
535,12218,riri0s,5.0
536,12218,1cvor4p,5.0
537,12218,n04399,5.0
538,12218,urm99l,5.0
539,12218,rkdku8,5.0
540,12218,ksai05,5.0
541,12218,1e67uj6,1.0
542,12218,1d8mom8,5.0
543,12218,fkfake,5.0
544,12218,e9s3v1,4.0
545,12218,1fkbc6a,5.0
546,12218,vd3p8v,3.0
547,12218,vii8cg,5.0
548,12218,1b861nv,5.0
549,12218,ejcdtm,5.0
550,12218,1coa7j7,5.0
551,12218,fq5t2u,5.0
552,12218,11eiqpk,5.0
553,12218,1ci1248,3.0
554,12218,11f7afh,5.0
555,12218,c17pgu,5.0
556,12218,n0ki3k,5.0
557,12218,1dtr39a,5.0
558,12218,1db51ff,5.0
559,12218,17s9p2n,5.0
560,12218,14cd09l,5.0
561,12218,af3ghl,5.0
562,12218,mukr45,5.0
563,12218,flu9c0,5.0
564,12218,ff704n,5.0
565,12218,1bn2o2u,5.0
566,12218,mp78qo,5.0
567,12218,1bk4lom,5.0
568,12218,185vo1d,5.0
569,12218,1bavbin,5.0
570,12218,8tkdhm,5.0
571,12218,rna5o2,5.0
572,12218,c5hqod,5.0
573,12218,ceedpt,4.0
574,12218,ei95om,5.0
575,12218,v7kgal,4.0
576,12218,10lvukm,4.0
577,12218,cpca7k,5.0
578,12218,u0spnd,5.0
579,12218,153rlt2,5.0
580,12218,14p54rd,5.0
581,12218,9u89mq,5.0
582,12218,12ct3ha,4.0
583,12218,loojfs,5.0
584,12218,o32059,5.0
585,12218,vjjuo8,5.0
586,12218,1038bsp,5.0
587,12218,spuim2,4.0
588,12218,n36lu4,5.0
589,12218,10a7u8i,5.0
590,12218,delfte,5.0
591,12218,90f333,5.0
592,12218,qu7bh8,5.0
593,12218,10iip8s,5.0
594,12218,e8ro6t,4.0
595,12218,o5qr9s,2.0
596,12218,gb78nc,5.0
597,12218,f50v4i,4.0
598,12218,bfnv4m,3.0
599,12218,10a73pc,5.0
600,12218,11oafcd,3.0
601,12218,10cgb7r,5.0
602,12218,g53lq2,3.0
603,12218,7kp6ed,5.0
604,12218,fsgu1v,3.0
605,12218,shentv,5.0
606,12218,11qpcu8,4.0
607,12154,m28r9r,4.0
608,12154,158vrhl,5.0
609,12154,128k4a3,5.0
610,12154,7kq27m,5.0
611,12154,fo2uaa,4.0
612,12154,7pn1s3,5.0
613,12154,uptcll,4.0
614,12154,gdbmiq,1.0
615,12154,e4j9t4,3.0
616,12188,entia333,
617,12196,1ggu7mf,1.0
618,12196,k0tmtq,5.0
619,12196,10qu7ov,4.0
620,12196,shentv,5.0
621,12196,reai4f,5.0
622,12196,7km90m,4.0
623,12196,ks1rts,4.0
624,12196,qm4i36,5.0
625,12196,10k323i,5.0
626,12196,ko728m,4.0
627,12196,109evmd,2.0
628,12196,d3pb0j,5.0
629,12196,n9e1df,5.0
630,12178,bog3b2,5.0
631,12178,7lqnno,5.0
632,12178,10k323i,5.0
633,12178,1cvor4p,4.0
634,12178,1pob49b,4.0
635,12163,908ajj,5.0
636,12163,n3n0k8,4.0
637,12163,7nefi5,1.0
638,12163,lpb3ch,1.0
639,12163,141tuod,5.0
640,12163,c4sh5f,5.0
641,12163,lpqrhh,5.0
642,12163,103qgth,5.0
643,12163,fp819s,5.0
644,12163,fos6qo,5.0
645,12163,도담4979,5.0
646,12163,키작은나무,5.0
647,12163,앙탈86,5.0
648,12163,무제0,4.0
649,12163,muunlight,5.0
650,12163,룰루랄라짱,5.0
651,12163,행복하샘,4.0
652,12163,토낑이8247,5.0
653,12163,khp****,5.0
654,12163,ebb****,5.0
655,12163,yidkdi,5.0
656,12163,크리스탈299,5.0
657,12163,jangmee22,5.0
658,12163,Sin22,2.0
659,12163,seo****,5.0
660,12163,zz****,5.0
661,12163,나희찡,5.0
662,12163,슬기로운생활8578,5.0
663,12163,the****,5.0
664,12163,yidkdi,5.0
665,12163,크리스탈299,5.0
666,12163,jangmee22,5.0
667,12163,Sin22,2.0
668,12163,seo****,5.0
669,12163,zz****,5.0
670,12163,나희찡,5.0
671,12163,슬기로운생활8578,5.0
672,12163,the****,5.0
673,12146,e4gmav,2.0
674,12146,ar6m5h,4.0
675,12146,7lk04m,5.0
676,12146,d4assj,5.0
677,12146,udqre1,5.0
678,12146,1i4h4hc,4.0
679,12146,1k4a7pk,5.0
680,12146,1bse1ug,2.0
681,12146,ei95om,1.0
682,12146,sk0vhl,5.0
683,12146,7kpo6b,5.0
684,12146,rkdku8,2.0
685,12146,bog3b2,5.0
686,12146,qm4i36,3.0
687,12146,7kag90,3.0
688,12146,h453ln,5.0
689,12146,eatrv5,5.0
690,12146,kc4i7s,5.0
691,12146,10k323i,4.0
692,12220,mtd7a7,3.0
693,12252,a3tvo3,4.0
694,12252,m7d4rq,3.0
695,12252,10k2j6v,1.0
696,12252,1tolk66,2.0
697,12252,1qmkvh0,5.0
698,12252,ulte03,5.0
699,12248,usb58k,4.0
700,12145,1da8b42,5.0
701,12145,tcu9pr,1.0
702,12145,ls7b0n,2.0
703,12145,10b95a7,1.0
704,12145,k3onp0,1.0
705,12145,1a05clb,3.0
706,12145,rkp0p6,2.0
707,12145,fsgu1v,3.0
708,12145,99ha60,5.0
709,12145,v1efm5,3.0
710,12145,rup99k,1.0
711,12145,o32059,4.0
712,12182,1f4pdig,5.0
713,12182,uptcll,5.0
714,12182,jss465,5.0
715,12182,g2c24l,4.0
716,12182,10k2j6v,1.0
717,12182,ei95om,4.0
718,12182,천하를얻으리라,5.0
719,12210,s1ldtm,5.0
720,12210,13gqbvi,5.0
721,12210,11if1ko,5.0
722,12210,oan06n,5.0
723,12210,mvm8kd,5.0
724,12210,7m5b4q,4.0
725,12210,egqso2,5.0
726,12210,1ln3q6s,5.0
727,12210,gapk1p,5.0
728,12210,143qsrs,5.0
729,12210,n2trqm,5.0
730,12210,182vgqm,5.0
731,12210,1jetaip,5.0
732,12210,1ffjbgd,4.0
733,12210,o2o6al,1.0
734,12210,fkfqi4,5.0
735,12210,14nvjjd,5.0
736,12210,bes6dn,5.0
737,12210,npairc,5.0
738,12210,r1natt,5.0
739,12210,1e81e4h,4.0
740,12210,7m6j3s,5.0
741,12210,1coe2bd,5.0
742,12210,ampsmv,5.0
743,12210,tcqkm0,4.0
744,12210,1cvor4p,5.0
745,12210,fkonmt,5.0
746,12210,1hakvdl,5.0
747,12210,1e67uj6,5.0
748,12210,10gni1l,5.0
749,12210,fdeh7g,3.0
750,12210,jv5ckm,5.0
751,12210,1798u98,5.0
752,12210,7kmmd8,5.0
753,12210,1bboocc,5.0
754,12210,qvlg0l,5.0
755,12210,rjp54h,5.0
756,12210,146kqld,4.0
757,12210,11p20r7,5.0
758,12210,ls0789,5.0
759,12210,1bk4lom,5.0
760,12210,15d7pkj,5.0
761,12210,10fllln,5.0
762,12210,8tkdhm,5.0
763,12210,f1i8do,2.0
764,12210,184e9n8,3.0
765,12210,vuhbih,5.0
766,12210,lo4i4m,5.0
767,12210,rkdku8,5.0
768,12210,tm3b13,5.0
769,12210,9u89mq,4.0
770,12210,99ha60,4.0
771,12210,14p54rd,5.0
772,12210,7pga71,5.0
773,12210,bfftd5,5.0
774,12210,8vp72s,5.0
775,12210,o32059,4.0
776,12210,skt6hu,5.0
777,12210,qu7bh8,5.0
778,12210,l7m0p8,5.0
779,12210,mujq4u,4.0
780,12210,skqpob,5.0
781,12210,kvla9t,5.0
782,12210,979b6n,5.0
783,12210,13fq5ol,5.0
784,12210,17snd2g,5.0
785,12236,mvr7c0,3.0
786,12237,10aerlv,5.0
787,12237,fkrpn2,5.0
788,12237,m7d4rq,5.0
789,12237,ulmrcq,5.0
790,12222,158vrhl,5.0
791,12222,7n2phh,5.0
792,12222,ei95om,5.0
793,12222,박희태5058,4.5
794,12222,min****,4.0
795,12222,web****,4.0
796,12222,wjd****,4.0
797,12234,임훈택,5.0
798,12234,pym****,4.5
799,12162,e9e5k4,5.0
800,12162,r60lje,4.0
801,12162,르미엘66,
802,12162,국산5572,
803,12162,mon****,
804,12162,알프3639,
805,12162,nam****,
806,12162,holmes28,
807,12162,똑순이6763,
808,12162,소고기7162,5.0
809,12162,방구코끼리요정,4.0
810,12162,날자날자85,5.0
811,12162,신쌤61,5.0
812,12162,sbj****,4.0
813,12162,상식이 통하는세상,4.5
814,12162,phy****,5.0
815,12162,세윤맘95,4.5
816,12195,1e67uj6,4.0
817,12195,rkdku8,5.0
818,12195,11q0bqf,4.0
819,12195,130mnih,4.0
820,12195,litmd4,5.0
821,12195,ferjnp,1.0
822,12195,ei95om,1.0
823,12195,n290vs,5.0
824,12195,불소21,
825,12195,murim781,3.0
826,12195,유일라,4.0
827,12195,풀바이츠,5.0
828,12202,Pes0,5.0
829,12202,Artjam House,4.0
830,12202,에뜨59,5.0
831,12202,샤론582,5.0
832,12202,하늘바라기9971,4.5
833,12202,회원,4.5
834,12202,나나콘7,
835,12202,찬양20,5.0
836,12202,눈누난나3485,4.5
837,12202,승예김,5.0
838,12202,룽루랑나,5.0
839,12202,aazzx1223,4.5
840,12202,2m10,5.0
841,12202,예팅,5.0
842,12202,정원양,5.0
843,12202,art****,5.0
844,12202,찐767,4.0
845,12202,돼지감자,5.0
846,12202,오타쿠아님,
847,12202,지현1073,5.0
848,12202,트래블러스,4.0
849,12202,tammy1216,3.5
850,12202,제철이세요,5.0
851,12202,김동욱7032,4.0
852,12202,흐르는 강물처럼74,5.0
853,12202,요징어11,
854,12202,메옹39,4.0
855,12202,뚱이8428,
856,12202,호두이모30,5.0
857,12202,손동형,5.0
858,12202,히미님,4.5
859,12202,wjd****,5.0
860,12202,도운 강,4.0
861,12202,ko****,5.0
862,12202,candy11,5.0
863,12202,남수45,4.0
864,12202,찐별12,4.5
865,12202,은혜5587,
866,12202,현이2172,5.0
867,12202,RedClover,5.0
868,12202,다비치49,5.0
869,12202,안나2593,2.0
870,12202,공하정30,5.0
871,12202,최재성23,3.5
872,12202,yoo****,
873,12202,스텔라7968,4.5
874,12202,나무248,5.0
875,12202,eng****,4.5
876,12202,ehxhfl34,
877,12202,새뼘반,
878,12202,축신34,5.0
879,12202,asa****,4.0
880,12202,버들피리90,5.0
881,12202,Soovely58,3.0
882,12202,bigmacqueen,4.0
883,12202,흐린후맑음89,4.0
884,12202,김혜인2925,5.0
885,12202,thbona,4.0
886,12202,gk****,3.0
887,12202,minelisha,
888,12202,104동 다니파파,5.0
889,12202,라면조아,5.0
890,12202,꼬꼬486,4.5
891,12202,봄1722,4.0
892,12202,lak****,
893,12202,doosubby37,5.0
894,12202,eni****,5.0
895,12202,ihappy,5.0
896,12202,쩜매,5.0
897,12202,오롯이뜀박질,5.0
898,12202,ssh****,5.0
899,12202,갱블리93,4.5
900,12202,도라애몽80,5.0
901,12202,Ariana81,5.0
902,12202,토깽이8866,5.0
903,12202,영영77,
904,12202,문은진4,4.0
905,12202,이솜86,5.0
906,12202,캔디화이팅,5.0
907,12202,dhe****,4.0
908,12202,희님27,
909,12202,디엠5232,5.0
910,12202,예릴리,4.0
911,12202,박은지9082,5.0
912,12202,짜야싸모님,5.0
913,12202,미야62,5.0
914,12202,JJ778,5.0
915,12202,강남꼬맹,
916,12202,우방신천지1호점,4.5
917,12202,사랑으로 이겨요,5.0
918,12202,초코파이9545,4.0
919,12202,돌주52,5.0
920,12202,예원4796,5.0
921,12202,suk****,5.0
922,12202,1231451,5.0
923,12202,모로4028,
924,12202,phjartist,5.0
925,12202,dianai8,4.0
926,12202,신쭈16,5.0
927,12202,문득35,4.0
928,12202,sun****,3.0
929,12202,히릿8054,5.0
930,12202,챠윰,5.0
931,12202,이선영3651,3.0
932,12202,tk5346,5.0
933,12202,도연이66,4.0
934,12202,LUCE71,4.5
935,12202,bye****,3.0
936,12202,김단희80,5.0
937,12202,kkk479,5.0
938,12202,의성마늘4,5.0
939,12202,카가53,5.0
940,12202,아담키티,4.0
941,12202,홍3274,5.0
942,12202,s00****,5.0
943,12202,아직640,4.0
944,12202,gol****,4.0
945,12202,로아네집,5.0
946,12202,bluerain4392,5.0
947,12202,빈비비,5.0
948,12172,170vj11,5.0
949,12172,1kicbv7,5.0
950,12172,119d541,2.0
951,12172,gfd2l6,4.0
952,12172,17snd2g,5.0
953,12172,n3ihri,5.0
954,12172,1c6snem,5.0
955,12172,1edcqcu,5.0
956,12172,1e9emeg,5.0
957,12172,15i15rc,5.0
958,12172,11suqt3,1.0
959,12172,1b05akm,1.0
960,12172,10cgb7r,5.0
961,12172,bi8ngk,4.0
962,12172,9u89mq,4.0
963,12172,7kmtjf,5.0
964,12172,ff704n,5.0
965,12172,o32059,5.0
966,12172,n36lu4,5.0
967,12172,10iip8s,5.0
968,12172,10hvf0i,4.0
969,12172,g9se9n,5.0
970,12172,m8bjtg,3.0
971,12172,bmi7rd,4.0
972,12172,1bn2o2u,5.0
973,12172,k1f7s5,5.0
